馬名,日付,場,馬場種別,距離,着順,人気,頭数,タイム,補正タイム,時計指数,上がり3F
キョウエイジョイ,2023-08-12,新潟,ダ,1200,3,3,15,72.8,74.30,39.6,37.9
ケイトポムドゥパン,2023-08-12,新潟,ダ,1200,4,8,15,73.0,74.50,38.3,37.6
レアジーニアス,2023-08-12,新潟,ダ,1200,5,1,15,73.1,74.60,37.6,38.4
マグノリアレーン,2023-08-12,新潟,ダ,1200,6,11,15,73.1,74.60,37.6,37.5
シャインジュエリー,2023-08-12,新潟,ダ,1200,7,5,15,73.4,74.90,35.5,38.0
ロゴナンバーワン,2023-08-12,新潟,ダ,1200,8,2,15,73.5,75.00,34.8,37.9
ヴェレノージ,2023-08-12,新潟,ダ,1200,9,13,15,73.7,75.20,33.4,39.0
メグルキセキ,2023-08-12,新潟,ダ,1200,10,9,15,73.7,75.20,33.4,38.0
ラスパルマス,2023-08-12,新潟,ダ,1200,11,10,15,73.9,75.40,32.0,38.6
ヤカンヒコウ,2023-08-12,新潟,ダ,1200,12,14,15,74.2,75.70,30.0,37.7
キラープリンセス,2023-08-12,新潟,ダ,1200,13,12,15,74.6,76.10,27.2,39.4
ケレス,2023-08-12,新潟,ダ,1200,14,6,15,74.6,76.10,27.2,40.1
メイショウコソデ,2023-08-12,新潟,ダ,1200,15,15,15,76.4,77.90,14.8,37.1
ヒサメ,2023-08-12,新潟,ダ,1800,1,13,15,113.3,114.80,50.0,38.6
ユイアングレイス,2023-08-12,新潟,ダ,1800,2,2,15,114.0,115.50,47.2,38.7
ダズリングダンス,2023-08-12,新潟,ダ,1800,3,4,15,114.6,116.10,44.8,38.9
ウワサノアノコ,2023-08-12,新潟,ダ,1800,4,10,15,114.7,116.20,44.4,39.6
ミエノサンダー,2023-08-12,新潟,ダ,1800,5,3,15,114.8,116.30,44.0,39.1
マイネルボンバー,2023-08-12,新潟,ダ,1800,6,12,15,115.7,117.20,40.3,41.1
キョウエイエピカ,2023-08-12,新潟,ダ,1800,7,11,15,116.6,118.10,36.7,40.5
シェイクオンイット,2023-08-12,新潟,ダ,1800,8,5,15,116.6,118.10,36.7,40.1
アスキステソーロ,2023-08-12,新潟,ダ,1800,9,1,15,116.7,118.20,36.3,40.4
オセアマジェスティ,2023-08-12,新潟,ダ,1800,10,15,15,116.8,118.30,35.9,40.7
ウテナ,2023-08-12,新潟,ダ,1800,11,14,15,116.9,118.40,35.5,40.6
キャッスルクラス,2023-08-12,新潟,ダ,1800,12,6,15,117.0,118.50,35.1,41.6
スパークタイムリー,2023-08-12,新潟,ダ,1800,13,7,15,118.1,119.60,30.7,42.0
ユーバーウィンデン,2023-08-12,新潟,ダ,1800,14,9,15,118.5,120.00,29.1,42.5
ニューブラック,2023-08-12,新潟,ダ,1800,15,8,15,119.2,120.70,26.2,43.7
ガルサブランカ,2023-08-12,新潟,芝,1600,1,1,13,96.3,97.70,35.9,32.8
ニシノインヴィクタ,2023-08-12,新潟,芝,1600,2,4,13,96.5,97.90,34.9,33.4
エリカカリーナ,2023-08-12,新潟,芝,1600,3,3,13,96.8,98.20,33.3,33.1
サイモンモーニング,2023-08-12,新潟,芝,1600,4,10,13,97.0,98.40,32.3,33.7
ホーギー,2023-08-12,新潟,芝,1600,5,7,13,97.3,98.70,30.7,33.6
アッファシナンテ,2023-08-12,新潟,芝,1600,6,2,13,97.4,98.80,30.2,34.0
シェルブールレイン,2023-08-12,新潟,芝,1600,7,5,13,97.4,98.80,30.2,34.0
キタノワシントン,2023-08-12,新潟,芝,1600,8,8,13,97.5,98.90,29.7,33.8
レジーナチェリ,2023-08-12,新潟,芝,1600,9,11,13,98.1,99.50,26.6,34.1
ニシノレヴィガータ,2023-08-12,新潟,芝,1600,10,6,13,98.3,99.70,25.5,34.0
ウェンズデイ,2023-08-12,新潟,芝,1600,11,9,13,98.3,99.70,25.5,34.3
ディーファンクス,2023-08-12,新潟,芝,1600,12,12,13,99.1,100.50,21.4,34.7
ナムラダリル,2023-08-12,新潟,芝,1600,13,13,13,100.5,101.90,14.1,36.4
キャプテンネキ,2023-08-12,新潟,芝,1400,1,2,14,82.5,83.90,37.7,35.5
ロゼフレア,2023-08-12,新潟,芝,1400,2,12,14,82.6,84.00,37.0,35.3
ニシノアヤカゼ,2023-08-12,新潟,芝,1400,3,3,14,82.9,84.30,34.9,36.1
オリーボーレン,2023-08-12,新潟,芝,1400,4,8,14,83.3,84.70,32.2,36.0
リュラグリーン,2023-08-12,新潟,芝,1400,5,11,14,83.5,84.90,30.8,35.7
ナムラベロニカ,2023-08-12,新潟,芝,1400,6,14,14,83.7,85.10,29.5,35.7
ダズリングティアラ,2023-08-12,新潟,芝,1400,7,5,14,83.8,85.20,28.8,36.3
キープソーキュート,2023-08-12,新潟,芝,1400,8,4,14,83.8,85.20,28.8,36.3
エンセリオ,2023-08-12,新潟,芝,1400,9,9,14,84.0,85.40,27.4,36.2
ジューンブライダー,2023-08-12,新潟,芝,1400,10,13,14,84.1,85.50,26.7,36.9
サンディブロンド,2023-08-12,新潟,芝,1400,11,1,14,84.1,85.50,26.7,36.1
リリーズブルーム,2023-08-12,新潟,芝,1400,12,6,14,84.2,85.60,26.0,36.1
ロンギングガバーナ,2023-08-12,新潟,芝,1400,13,10,14,84.2,85.60,26.0,36.4
カイトグート,2023-08-12,新潟,芝,1400,14,7,14,84.3,85.70,25.4,36.8
ホウキボシ,2023-08-12,新潟,芝,1800,1,2,18,106.6,108.00,50.0,34.3
アンクルコンシャス,2023-08-12,新潟,芝,1800,2,12,18,106.6,108.00,50.0,34.0
オークアンドモルト,2023-08-12,新潟,芝,1800,3,1,18,106.7,108.10,49.5,34.6
ポーラライツ,2023-08-12,新潟,芝,1800,4,8,18,106.8,108.20,49.0,35.0
ジェイエルドラフト,2023-08-12,新潟,芝,1800,5,7,18,107.0,108.40,48.1,33.9
シャルレーヌ,2023-08-12,新潟,芝,1800,6,14,18,107.1,108.50,47.6,34.5
ミヤビラピート,2023-08-12,新潟,芝,1800,7,16,18,107.2,108.60,47.1,34.1
ムンドエルモソ,2023-08-12,新潟,芝,1800,8,6,18,107.3,108.70,46.6,34.7
ウェンス,2023-08-12,新潟,芝,1800,9,11,18,107.4,108.80,46.1,35.0
ウイングランブルー,2023-08-12,新潟,芝,1800,10,9,18,107.4,108.80,46.1,35.4
ダストテイル,2023-08-12,新潟,芝,1800,11,4,18,107.5,108.90,45.6,34.7
マイネルペルセウス,2023-08-12,新潟,芝,1800,12,15,18,107.6,109.00,45.2,34.8
ララノスタルジック,2023-08-12,新潟,芝,1800,13,10,18,107.6,109.00,45.2,34.8
ショウナンアキーム,2023-08-12,新潟,芝,1800,14,17,18,107.7,109.10,44.7,35.4
ビップレオーネ,2023-08-12,新潟,芝,1800,15,13,18,108.6,110.00,40.3,36.4
ブライトクラウン,2023-08-12,新潟,芝,1800,16,18,18,109.1,110.50,37.9,34.9
ロンギングタイム,2023-08-12,新潟,芝,1800,17,3,18,109.9,111.30,34.0,37.0
バステト,2023-08-12,新潟,芝,1800,18,5,18,110.0,111.40,33.5,36.7
モルチャン,2023-08-12,新潟,ダ,1800,1,6,15,113.3,114.80,50.0,37.8
トロンアゲイン,2023-08-12,新潟,ダ,1800,2,2,15,113.8,115.30,48.0,38.6
ビーマイセルフ,2023-08-12,新潟,ダ,1800,3,12,15,114.0,115.50,47.2,38.2
レジュークレール,2023-08-12,新潟,ダ,1800,4,3,15,114.1,115.60,46.8,39.1
デリシュレーヌ,2023-08-12,新潟,ダ,1800,5,7,15,114.3,115.80,46.0,37.6
マンマリアーレ,2023-08-12,新潟,ダ,1800,6,1,15,114.3,115.80,46.0,38.5
クイーンオブソウル,2023-08-12,新潟,ダ,1800,7,5,15,115.0,116.50,43.2,39.7
メロウヴォイス,2023-08-12,新潟,ダ,1800,8,15,15,115.1,116.60,42.8,39.0
エターナルプライド,2023-08-12,新潟,ダ,1800,9,10,15,115.2,116.70,42.3,39.2
グローフォース,2023-08-12,新潟,ダ,1800,10,9,15,115.4,116.90,41.5,38.8
ピッチパーフェクト,2023-08-12,新潟,ダ,1800,11,4,15,115.5,117.00,41.1,39.5
ルミナスナイト,2023-08-12,新潟,ダ,1800,12,11,15,115.6,117.10,40.7,39.1
パリスデージー,2023-08-12,新潟,ダ,1800,13,14,15,116.0,117.50,39.1,39.5
ホウオウジュレップ,2023-08-12,新潟,ダ,1800,14,13,15,116.8,118.30,35.9,40.5
タルマエロマエ,2023-08-12,新潟,ダ,1800,15,8,15,118.2,119.70,30.3,42.5
オクタヴィアヌス,2023-08-12,新潟,芝,2000,1,3,15,117.6,119.00,62.3,33.7
ホウオウムサシ,2023-08-12,新潟,芝,2000,2,4,15,118.7,120.10,56.7,34.5
テラフォーミング,2023-08-12,新潟,芝,2000,3,7,15,118.7,120.10,56.7,35.1
ロードプレイヤー,2023-08-12,新潟,芝,2000,4,1,15,118.8,120.20,56.2,34.5
ローブエリタージュ,2023-08-12,新潟,芝,2000,5,8,15,118.9,120.30,55.6,34.4
ルクスビッグスター,2023-08-12,新潟,芝,2000,6,9,15,119.0,120.40,55.1,34.8
ヒシルリアン,2023-08-12,新潟,芝,2000,7,2,15,119.2,120.60,54.1,35.2
ホウオウサンデー,2023-08-12,新潟,芝,2000,8,6,15,119.3,120.70,53.6,34.2
マイネルデステリョ,2023-08-12,新潟,芝,2000,9,10,15,119.3,120.70,53.6,34.6
イケイケドンドン,2023-08-12,新潟,芝,2000,10,5,15,119.6,121.00,52.1,34.4
サインオブサクセス,2023-08-12,新潟,芝,2000,11,11,15,120.0,121.40,50.0,35.5
ナミブ,2023-08-12,新潟,芝,2000,12,14,15,120.2,121.60,49.0,35.2
ラブエスポー,2023-08-12,新潟,芝,2000,13,15,15,121.0,122.40,44.9,35.2
マイネルパリオート,2023-08-12,新潟,芝,2000,14,12,15,121.1,122.50,44.4,37.3
ユキノオウジサマ,2023-08-12,新潟,芝,2000,15,13,15,121.5,122.90,42.3,38.0
インテグリフォリア,2023-08-12,新潟,芝,1400,1,11,18,80.5,81.90,51.4,34.2
メイショウカイト,2023-08-12,新潟,芝,1400,2,10,18,80.5,81.90,51.4,33.8
ミスヨコハマ,2023-08-12,新潟,芝,1400,3,7,18,80.5,81.90,51.4,34.6
ベンガン,2023-08-12,新潟,芝,1400,4,13,18,80.7,82.10,50.0,34.5
バグラダス,2023-08-12,新潟,芝,1400,5,3,18,80.7,82.10,50.0,34.6
コズミックフロスト,2023-08-12,新潟,芝,1400,6,15,18,80.8,82.20,49.3,34.3
スプレモフレイバー,2023-08-12,新潟,芝,1400,7,9,18,80.9,82.30,48.6,34.2
タマモダイジョッキ,2023-08-12,新潟,芝,1400,8,5,18,80.9,82.30,48.6,33.8
エコロデイジー,2023-08-12,新潟,芝,1400,9,4,18,81.0,82.40,47.9,34.4
カフェサンドリヨン,2023-08-12,新潟,芝,1400,10,16,18,81.2,82.60,46.6,35.0
ワンダーカタリナ,2023-08-12,新潟,芝,1400,11,14,18,81.2,82.60,46.6,34.3
ベッラノーヴァ,2023-08-12,新潟,芝,1400,12,12,18,81.2,82.60,46.6,33.9
スーパーホープ,2023-08-12,新潟,芝,1400,13,17,18,81.3,82.70,45.9,35.1
テラステラ,2023-08-12,新潟,芝,1400,14,2,18,81.3,82.70,45.9,34.9
カールスモーキー,2023-08-12,新潟,芝,1400,15,6,18,81.6,83.00,43.8,34.6
アンクロワ,2023-08-12,新潟,芝,1400,16,8,18,81.9,83.30,41.8,35.0
ティーガーデン,2023-08-12,新潟,芝,1400,17,1,18,82.6,84.00,37.0,35.5
サイヤダンサー,2023-08-12,新潟,芝,1400,18,18,18,83.1,84.50,33.6,35.4
マイヨアポア,2023-08-12,新潟,芝,1000,1,7,16,54.7,56.10,50.0,32.1
ディアナグラン,2023-08-12,新潟,芝,1000,2,5,16,54.9,56.30,48.2,33.0
ハーモニーマゼラン,2023-08-12,新潟,芝,1000,3,4,16,55.4,56.80,43.6,33.4
チェリーブリーズ,2023-08-12,新潟,芝,1000,4,13,16,55.4,56.80,43.6,33.2
ロサロッサーナ,2023-08-12,新潟,芝,1000,5,2,16,55.5,56.90,42.7,33.9
アビエルト,2023-08-12,新潟,芝,1000,6,8,16,55.5,56.90,42.7,33.2
クムシラコ,2023-08-12,新潟,芝,1000,7,11,16,55.9,57.30,39.1,33.5
セイラブミー,2023-08-12,新潟,芝,1000,8,10,16,55.9,57.30,39.1,33.8
ヒノクニ,2023-08-12,新潟,芝,1000,9,15,16,56.2,57.60,36.4,33.8
ネレイド,2023-08-12,新潟,芝,1000,10,14,16,56.2,57.60,36.4,33.9
ブッシュガーデン,2023-08-12,新潟,芝,1000,11,3,16,56.2,57.60,36.4,33.8
リーゼントフラム,2023-08-12,新潟,芝,1000,12,16,16,56.2,57.60,36.4,33.7
アドヴァイス,2023-08-12,新潟,芝,1000,13,6,16,56.3,57.70,35.5,34.2
ビアイ,2023-08-12,新潟,芝,1000,14,9,16,56.3,57.70,35.5,34.0
ダンシングニードル,2023-08-12,新潟,芝,1000,15,1,16,56.4,57.80,34.6,34.8
グランアリエル,2023-08-12,新潟,芝,1000,16,12,16,59.4,60.80,7.3,34.8
キュートヘスティア,2023-08-12,新潟,ダ,1200,1,7,15,71.1,72.60,51.4,36.4
シュバルツガイスト,2023-08-12,新潟,ダ,1200,2,2,15,71.7,73.20,47.2,36.7
アンスリウム,2023-08-12,新潟,ダ,1200,3,1,15,72.0,73.50,45.2,36.7
キングダラス,2023-08-12,新潟,ダ,1200,4,8,15,72.0,73.50,45.2,36.9
カンパニョーラ,2023-08-12,新潟,ダ,1200,5,11,15,72.1,73.60,44.5,35.8
ランベントライト,2023-08-12,新潟,ダ,1200,6,5,15,72.5,74.00,41.7,37.9
レジーナローズ,2023-08-12,新潟,ダ,1200,7,9,15,72.7,74.20,40.3,37.3
サクラファシナンテ,2023-08-12,新潟,ダ,1200,8,6,15,73.0,74.50,38.3,37.5
サンマルセレッソ,2023-08-12,新潟,ダ,1200,9,12,15,73.0,74.50,38.3,37.8
テンホワイトラブ,2023-08-12,新潟,ダ,1200,10,4,15,73.4,74.90,35.5,37.9
カサブランカキッド,2023-08-12,新潟,ダ,1200,11,10,15,73.5,75.00,34.8,36.6
オルガンザ,2023-08-12,新潟,ダ,1200,12,14,15,74.0,75.50,31.3,37.8
ジャックパール,2023-08-12,新潟,ダ,1200,13,13,15,74.2,75.70,30.0,37.4
ブルーリヴァーサル,2023-08-12,新潟,ダ,1200,14,15,15,74.3,75.80,29.3,37.0
サイモンギフト,2023-08-12,新潟,ダ,1200,15,3,15,74.8,76.30,25.8,39.5
キングロコマイカイ,2023-08-12,札幌,芝,1800,1,2,9,109.8,110.05,46.6,35.4
グランドゴールド,2023-08-12,札幌,芝,1800,2,4,9,109.8,110.05,46.6,35.0
ガットネロ,2023-08-12,札幌,芝,1800,3,1,9,109.9,110.15,46.1,35.6
エンタングルメント,2023-08-12,札幌,芝,1800,4,7,9,109.9,110.15,46.1,35.6
クラシックステップ,2023-08-12,札幌,芝,1800,5,3,9,110.0,110.25,45.6,35.2
マンクスホップ,2023-08-12,札幌,芝,1800,6,9,9,110.1,110.35,45.1,35.6
ジオパーククラウン,2023-08-12,札幌,芝,1800,7,6,9,110.1,110.35,45.1,35.0
アイスジェイド,2023-08-12,札幌,芝,1800,8,8,9,110.3,110.55,44.1,35.7
イヴィステラ,2023-08-12,札幌,芝,1800,9,5,9,110.3,110.55,44.1,35.7
レイベリング,2023-08-12,札幌,芝,1500,1,1,11,88.1,88.35,58.3,34.7
バニシングポイント,2023-08-12,札幌,芝,1500,2,4,11,88.2,88.45,57.5,34.4
メタルスパーク,2023-08-12,札幌,芝,1500,3,8,11,88.2,88.45,57.5,35.4
セフィロ,2023-08-12,札幌,芝,1500,4,5,11,88.3,88.55,56.6,34.6
ブランデーロック,2023-08-12,札幌,芝,1500,5,7,11,88.4,88.65,55.8,34.4
ライラスター,2023-08-12,札幌,芝,1500,6,3,11,88.6,88.85,54.1,35.5
ジョウショーホープ,2023-08-12,札幌,芝,1500,6,2,11,88.6,88.85,54.1,35.1
セイイーグル,2023-08-12,札幌,芝,1500,8,11,11,88.9,89.15,51.7,35.8
ブルトンクール,2023-08-12,札幌,芝,1500,9,10,11,89.0,89.25,50.8,36.3
シロン,2023-08-12,札幌,芝,1500,10,6,11,89.0,89.25,50.8,36.4
テンメジャーガール,2023-08-12,札幌,芝,1500,11,9,11,89.6,89.85,45.9,36.2
ライラボンド,2023-08-12,札幌,ダ,1700,1,8,14,105.1,105.10,59.3,36.7
トップオブジェラス,2023-08-12,札幌,ダ,1700,2,2,14,105.2,105.20,58.7,37.2
フームスムート,2023-08-12,札幌,ダ,1700,3,6,14,105.8,105.80,55.2,37.6
クインズバジル,2023-08-12,札幌,ダ,1700,4,9,14,106.0,106.00,54.1,37.8
ヴァーチャリティ,2023-08-12,札幌,ダ,1700,5,12,14,106.1,106.10,53.5,38.9
シダー,2023-08-12,札幌,ダ,1700,6,1,14,106.2,106.20,52.9,38.5
メイプルリッジ,2023-08-12,札幌,ダ,1700,7,3,14,106.2,106.20,52.9,38.0
アイブランコ,2023-08-12,札幌,ダ,1700,8,14,14,106.7,106.70,50.0,38.0
シルバーブレッド,2023-08-12,札幌,ダ,1700,9,11,14,106.8,106.80,49.4,38.1
ステイブルアスク,2023-08-12,札幌,ダ,1700,10,10,14,106.9,106.90,48.8,37.7
スカーレットスカイ,2023-08-12,札幌,ダ,1700,11,5,14,107.8,107.80,43.6,41.0
レッドエランドール,2023-08-12,札幌,ダ,1700,12,7,14,107.9,107.90,43.0,41.2
ハイエストポイント,2023-08-12,札幌,ダ,1700,13,4,14,108.0,108.00,42.5,39.5
ランスオブアース,2023-08-12,札幌,ダ,1700,14,13,14,109.0,109.00,36.7,40.4
ドーバーホーク,2023-08-12,札幌,芝,1200,1,3,16,69.3,69.55,50.0,34.6
フミサウンド,2023-08-12,札幌,芝,1200,2,4,16,69.5,69.75,48.4,34.7
サウザンサニー,2023-08-12,札幌,芝,1200,3,1,16,69.6,69.85,47.6,34.6
マキアージュ,2023-08-12,札幌,芝,1200,3,5,16,69.6,69.85,47.6,35.2
ノーブルラン,2023-08-12,札幌,芝,1200,5,11,16,69.7,69.95,46.8,34.9
ミツカネムーン,2023-08-12,札幌,芝,1200,6,16,16,69.7,69.95,46.8,35.5
セキテイホノオー,2023-08-12,札幌,芝,1200,7,13,16,69.8,70.05,46.0,35.3
ショウナンハクウン,2023-08-12,札幌,芝,1200,8,6,16,69.8,70.05,46.0,34.5
タムロキュラムン,2023-08-12,札幌,芝,1200,9,12,16,69.8,70.05,46.0,34.1
シルバーレイズ,2023-08-12,札幌,芝,1200,10,7,16,69.9,70.15,45.2,35.8
トリップトゥムーン,2023-08-12,札幌,芝,1200,11,2,16,70.0,70.25,44.4,34.9
テーオーヴァイナー,2023-08-12,札幌,芝,1200,12,10,16,70.0,70.25,44.4,34.9
サイモンカーチス,2023-08-12,札幌,芝,1200,13,15,16,70.0,70.25,44.4,35.2
レッドフランカー,2023-08-12,札幌,芝,1200,14,14,16,70.0,70.25,44.4,34.3
デイトンウェイ,2023-08-12,札幌,芝,1200,15,9,16,70.0,70.25,44.4,35.0
ラピカズマ,2023-08-12,札幌,芝,1200,16,8,16,70.1,70.35,43.6,35.7
ルーカスミノル,2023-08-13,小倉,ダ,1700,1,2,16,104.4,105.50,51.2,37.0
ゴッドブルービー,2023-08-13,小倉,ダ,1700,2,1,16,104.4,105.50,51.2,36.9
タイキドミニオン,2023-08-13,小倉,ダ,1700,3,6,16,104.5,105.60,50.6,36.8
トウシンカーリン,2023-08-13,小倉,ダ,1700,4,3,16,104.8,105.90,48.8,37.5
フォーランマリア,2023-08-13,小倉,ダ,1700,5,9,16,104.9,106.00,48.2,37.2
テイエムシニスター,2023-08-13,小倉,ダ,1700,6,5,16,105.4,106.50,45.3,37.9
カズロレアート,2023-08-13,小倉,ダ,1700,7,11,16,105.4,106.50,45.3,37.2
シュルレアリスト,2023-08-13,小倉,ダ,1700,8,8,16,105.5,106.60,44.7,37.7
メイショウハナモモ,2023-08-13,小倉,ダ,1700,9,4,16,105.6,106.70,44.1,38.0
コパノオースティン,2023-08-13,小倉,ダ,1700,10,10,16,105.6,106.70,44.1,38.0
エルザストラウム,2023-08-13,小倉,ダ,1700,11,7,16,105.7,106.80,43.5,38.5
ワールドハート,2023-08-13,小倉,ダ,1700,12,15,16,105.9,107.00,42.4,37.9
シューラヴァラ,2023-08-13,小倉,ダ,1700,13,13,16,106.0,107.10,41.8,37.6
ウインジョイフル,2023-08-13,小倉,ダ,1700,14,14,16,106.3,107.40,40.0,38.3
ニホンピロマドン,2023-08-13,小倉,ダ,1700,15,16,16,106.3,107.40,40.0,38.1
ミステリーボックス,2023-08-13,小倉,ダ,1700,16,12,16,106.8,107.90,37.1,39.0
ダンテスヴュー,2023-08-13,小倉,芝,1800,1,7,13,106.7,109.70,45.4,35.8
ウインリブルマン,2023-08-13,小倉,芝,1800,2,4,13,107.0,110.00,43.7,36.4
タガノパッション,2023-08-13,小倉,芝,1800,3,5,13,107.0,110.00,43.7,36.6
オールザワールド,2023-08-13,小倉,芝,1800,4,13,13,107.1,110.10,43.1,35.7
ハートオブアシティ,2023-08-13,小倉,芝,1800,5,11,13,107.2,110.20,42.5,36.1
アサケレディ,2023-08-13,小倉,芝,1800,6,10,13,107.2,110.20,42.5,36.3
ブラックシールド,2023-08-13,小倉,芝,1800,7,6,13,107.2,110.20,42.5,36.3
イリマ,2023-08-13,小倉,芝,1800,8,8,13,107.4,110.40,41.4,36.3
チャンスザローゼス,2023-08-13,小倉,芝,1800,9,1,13,107.5,110.50,40.8,37.2
ハーランズハーツ,2023-08-13,小倉,芝,1800,10,9,13,107.6,110.60,40.2,36.4
エターナルヴィテス,2023-08-13,小倉,芝,1800,11,12,13,107.6,110.60,40.2,37.0
セントカメリア,2023-08-13,小倉,芝,1800,12,2,13,108.2,111.20,36.8,36.9
トウシンモンブラン,2023-08-13,小倉,芝,1800,13,3,13,108.4,111.40,35.6,37.5
エヒト,2023-08-13,小倉,芝,2000,1,3,16,117.8,120.80,54.0,34.9
テーオーシリウス,2023-08-13,小倉,芝,2000,2,5,16,118.2,121.20,52.0,35.7
ゴールドエクリプス,2023-08-13,小倉,芝,2000,3,2,16,118.4,121.40,51.0,35.1
マリアエレーナ,2023-08-13,小倉,芝,2000,4,1,16,118.4,121.40,51.0,35.5
カレンルシェルブル,2023-08-13,小倉,芝,2000,5,7,16,118.5,121.50,50.5,34.8
ククナ,2023-08-13,小倉,芝,2000,6,4,16,118.9,121.90,48.5,35.8
レヴェッツァ,2023-08-13,小倉,芝,2000,7,12,16,119.0,122.00,48.0,36.4
スタッドリー,2023-08-13,小倉,芝,2000,8,10,16,119.2,122.20,47.0,36.1
エニシノウタ,2023-08-13,小倉,芝,2000,9,6,16,119.3,122.30,46.5,36.0
モズナガレボシ,2023-08-13,小倉,芝,2000,10,14,16,119.4,122.40,46.0,36.3
カテドラル,2023-08-13,小倉,芝,2000,11,8,16,119.5,122.50,45.5,36.0
アップデート,2023-08-13,小倉,芝,2000,12,11,16,119.6,122.60,45.0,36.0
ザイツィンガー,2023-08-13,小倉,芝,2000,13,15,16,119.7,122.70,44.5,36.4
ヴァンケドミンゴ,2023-08-13,小倉,芝,2000,14,16,16,119.8,122.80,44.0,36.5
ワンダフルタウン,2023-08-13,小倉,芝,2000,15,9,16,120.5,123.50,40.5,37.5
スカーフェイス,2023-08-13,小倉,芝,2000,16,13,16,121.3,124.30,36.5,38.1
ダノンセシボン,2023-08-13,小倉,ダ,1000,1,1,14,58.0,59.10,47.8,35.8
タイキエクセロン,2023-08-13,小倉,ダ,1000,2,10,14,58.5,59.60,42.3,34.5
ヤマイチエスポ,2023-08-13,小倉,ダ,1000,3,12,14,58.6,59.70,41.3,34.8
シンゼンシャイン,2023-08-13,小倉,ダ,1000,4,11,14,58.6,59.70,41.3,35.0
アネモス,2023-08-13,小倉,ダ,1000,5,5,14,58.6,59.70,41.3,35.7
ザモウコダマシイ,2023-08-13,小倉,ダ,1000,6,14,14,58.7,59.80,40.2,34.7
グランファラオ,2023-08-13,小倉,ダ,1000,7,7,14,58.7,59.80,40.2,34.9
ゴーウィズフェイス,2023-08-13,小倉,ダ,1000,8,3,14,58.8,59.90,39.1,36.6
ピンクムーン,2023-08-13,小倉,ダ,1000,9,6,14,58.9,60.00,38.0,35.4
グレアミラージュ,2023-08-13,小倉,ダ,1000,10,13,14,59.1,60.20,35.8,34.8
ジャスパーロイヤル,2023-08-13,小倉,ダ,1000,11,2,14,59.2,60.30,34.7,36.3
ルクスレガート,2023-08-13,小倉,ダ,1000,12,8,14,59.4,60.50,32.5,36.7
アドバンスファラオ,2023-08-13,小倉,ダ,1000,13,9,14,60.1,61.20,24.9,35.8
エリカグロリア,2023-08-13,小倉,ダ,1000,14,4,14,60.2,61.30,23.8,35.8
オールマキシマム,2023-08-13,新潟,ダ,1800,1,4,15,113.4,114.85,49.8,37.5
タマモヴェナトル,2023-08-13,新潟,ダ,1800,2,3,15,113.6,115.05,49.0,38.2
タリスアマゾン,2023-08-13,新潟,ダ,1800,3,7,15,114.0,115.45,47.4,38.8
セブンメイクハピー,2023-08-13,新潟,ダ,1800,4,1,15,114.5,115.95,45.4,38.2
フォードテソーロ,2023-08-13,新潟,ダ,1800,5,2,15,114.7,116.15,44.6,38.6
ラスターブラスター,2023-08-13,新潟,ダ,1800,6,11,15,115.0,116.45,43.4,38.8
エドノアンジェラス,2023-08-13,新潟,ダ,1800,7,9,15,115.1,116.55,43.0,37.6
